Species,Genome.composition
Chickpea chlorotic stunt virus,ssRNA(+)
Perrunavirus olsenii,ssRNA(+)
Siegesbeckia yellow vein virus-associated DNA beta,ssDNA
Plotvirus plot,dsDNA
Raphanus sativus cryptic virus 1,dsRNA
Gammapapillomavirus 6,dsDNA
Tulanevirus bteighttwo,dsDNA
Cilevirus leprosis,ssRNA(+)
Phipapillomavirus 1,dsDNA
Sparrow coronavirus HKU17,ssRNA(+)
Circovirus starling,ssDNA(+/-)
Badnavirus deltasacchari,dsDNA-RT
Y73 sarcoma virus,ssRNA-RT
Lactobacillus phage KC5a,dsDNA
Streptococcus phage phi3396,dsDNA
Rousettus bat coronavirus HKU9,ssRNA(+)
Hapunavirus VP882,dsDNA
Eracentumvirus era103,dsDNA
Dubowvirus ETA2,dsDNA
Sida yellow mosaic Yucatan virus,ssDNA(+/-)
Casadabanvirus DMS3,dsDNA
Streptococcus phage SMP,dsDNA
Peeveelvirus PVL108,dsDNA
Enquatrovirus N4,dsDNA
Paramecium bursaria Chlorella virus A1,dsDNA
Rabbit vesivirus,ssRNA(+)
Pipapillomavirus 2,dsDNA
Malvastrum yellow mosaic virus,ssDNA(+/-)
Nerine latent virus,ssRNA(+)
White bream virus,ssRNA(+)
Corchorus yellow spot virus,ssDNA(+/-)
Tomato leaf curl virus-Pune-associated DNA beta,ssDNA
Svunavirus GBSV1,dsDNA
Okra yellow crinkle virus,ssDNA(+/-)
Wumpquatrovirus WMP4,dsDNA
Ascovirus sfav1a,dsDNA
Siegesbeckia yellow vein Guangxi virus,ssDNA(+/-)
Orthotospovirus meloflavi,ssRNA(+/-)
Hibiscus latent Singapore virus,ssRNA(+)
Passiflora latent virus,ssRNA(+)
Pepper yellow leaf curl Indonesia virus,ssDNA(+/-)
Gammabaculovirus neabietis,dsDNA
Siegesbeckia yellow vein virus,ssDNA(+/-)
Mycobacterium virus PBI1,dsDNA
Rosebushvirus godines,dsDNA
Coopervirus cooper,dsDNA
Baylorvirus PHL101,dsDNA
Upsilonpapillomavirus 2,dsDNA
Sadwavirus rubi,ssRNA(+)
Sida mosaic Sinaloa virus,ssDNA(+/-)
Badnavirus maculadracaenae,dsDNA-RT
Daphne virus S,ssRNA(+)
Banana streak virus,dsDNA-RT
Alphabaculovirus anpernyi,dsDNA
Merremia mosaic virus,ssDNA(+/-)
Newbury 1 virus,ssRNA(+)
Gremmeniella abietina betaendornavirus 1,dsRNA
Peruvian horse sickness virus,dsRNA
Konjac mosaic virus,ssRNA(+)
Gequatrovirus G4,ssDNA(+)
Sodalis phage phiSG1,dsDNA
Paundecimvirus PA11,dsDNA
Alternanthera mosaic virus,ssRNA(+)
Bacillus phage Fah,dsDNA
East Asian Passiflora virus,ssRNA(+)
Luffa puckering and leaf distortion-associated DNA beta,ssDNA
Malvastrum leaf curl betasatellite,ssDNA
Xipdecavirus OP1,dsDNA
Oryza sativa alphaendornavirus,dsRNA
Sida leaf curl virus,ssDNA(+/-)
Macavirus ovinegamma2,dsDNA
Aquareovirus A,dsRNA
Elvirus EL,dsDNA
Coniothyrium minitans RNA virus,dsRNA
Orthoflavivirus louisense,ssRNA(+)
Lacnuvirus LcNu,dsDNA
Bocaparvovirus primate1,ssDNA(+/-)
Kayfunavirus K1F,dsDNA
Alphainfluenzavirus influenzae,ssRNA(-)
Cotton leaf curl Multan betasatellite,ssDNA
Alstroemeria virus X,ssRNA(+)
Orthoflavivirus denguei,ssRNA(+)
Potato virus S,ssRNA(+)
Decapod hepandensovirus 1,ssDNA(+/-)
Alternanthera yellow vein virus,ssDNA(+/-)
Wisteria vein mosaic virus,ssRNA(+)
Ageratum yellow vein China betasatellite,ssDNA
Alphapapillomavirus 5,dsDNA
Betapapillomavirus 1,dsDNA
Potato virus X,ssRNA(+)
Lily mottle virus,ssRNA(+)
Mupapillomavirus 1,dsDNA
Morbillivirus caprinae,ssRNA(-)
Zetapapillomavirus 1,dsDNA
Thunberg fritillary mosaic virus,ssRNA(+)
Orthonoravirus melanogastri,ssRNA(+)
Qubevirus durum,ssRNA(+)
Liao ning virus,dsRNA
Penaeid shrimp infectious myonecrosis virus,dsRNA
Enterobacteria phage WA13,ssDNA(+)
Mammarenavirus ippyense,ssRNA(+/-)
Mammarenavirus praomyidis,ssRNA(+/-)
Jamesmcgillvirus jv119X,dsDNA
Aedes pseudoscutellaris reovirus,dsRNA
Uetakevirus phiV10,dsDNA
Malvastrum leaf curl virus,ssDNA(+/-)
Cotton leaf curl Multan virus satellite U36-1,DNA
Nerine virus X,ssRNA(+)
Operophtera brumata reovirus,dsRNA
Vectrevirus K1E,dsDNA
Oryza rufipogon alphaendornavirus,dsRNA
Simian virus 12,dsDNA
Heterocapsa circularisquama RNA virus 01,ssRNA(+)
Alphainfluenzavirus influenzae,ssRNA(-)
Alphachrysovirus penicillii,dsRNA
Burkholderia phage Bcep176,dsDNA
Jeilongvirus queenslandense,ssRNA(-)
Squash leaf curl China virus,ssDNA(+/-)
Acidianus two-tailed virus,dsDNA
Emiliania huxleyi virus 86,dsDNA
Rogunavirus Jk06,dsDNA
Ludwigia yellow vein virus,ssDNA(+/-)
Vicia cryptic virus,dsRNA
Alphapapillomavirus 7,dsDNA
Sida yellow mosaic China satellite DNA beta,ssDNA
Alphapapillomavirus 6,dsDNA
Lily virus X,ssRNA(+)
Gammacarmovirus melonis,ssRNA(+)
Cymbidium mosaic virus,ssRNA(+)
Mupapillomavirus 2,dsDNA
Tobacco streak virus,ssRNA(+)
Wheat dwarf virus,ssDNA(+/-)
Pseudomonas phage F10,dsDNA
Pseudomonas virus M6,dsDNA
TYLCCNV-[Y322] satellite DNA beta,ssDNA
Tomato yellow spot virus,ssDNA(+/-)
Simplexvirus papiinealpha2,dsDNA
Tsukubavirus OP2,dsDNA
Zeavirus zeae,ssRNA(+)
Mycoreovirus 3,dsRNA
Cytorhabdovirus lactucanecante,ssRNA(-)
Aurantiochytrium single-stranded RNA virus 01,ssRNA(+)
Sida leaf curl virus-associated DNA beta,ssDNA
Kelp fly virus,ssRNA(+)
Rtpvirus Rtp,dsDNA
Clostridium phage c-st,dsDNA
Alphainfluenzavirus influenzae,ssRNA(-)
Bovine torovirus,ssRNA(+)
Chlamydia phage 4,ssDNA(+)
Sclerotinia sclerotiorum debilitation-associated RNA virus,ssRNA(+)
Orthoflavivirus denguei,ssRNA(+)
Alphapapillomavirus 4,dsDNA
Cotton leaf curl Bangalore virus,ssDNA(+/-)
Tombusvirus cynarae,ssRNA(+)
Ludwigia yellow vein virus-associated DNA beta,ssDNA
Cotton leaf curl Bangalore betasatellite,ssDNA
Alphapapillomavirus 1,dsDNA
Sida yellow mosaic virus,ssDNA(+/-)
Gammapapillomavirus 1,dsDNA
Severe acute respiratory syndrome-related coronavirus,ssRNA(+)
Alphapapillomavirus 2,dsDNA
Betapapillomavirus 5,dsDNA
Gyrovirus chickenanemia,ssDNA(-)
Cucumber mosaic virus,ssRNA(+)
Pestivirus suis,ssRNA(+)
Alphapapillomavirus 13,dsDNA
Human immunodeficiency virus 1,ssRNA-RT
Sweet potato leaf curl virus,ssDNA(+/-)
Tobacco curly shoot alphasatellite,ssDNA
Chatterjeevirus VP4,dsDNA
Deltapapillomavirus 1,dsDNA
Gammapleolipovirus His2,dsDNA
Gammapolyomavirus pypyrrhula,dsDNA
Lubbockvirus CD119,dsDNA
Murine leukemia-related retroviruses,ssRNA-RT
Pbunavirus F8,dsDNA
Gequatrovirus talmos,ssDNA(+)
Septimatrevirus sv73,dsDNA
Vernonia yellow vein virus,ssDNA(+/-)
Alphabaculovirus hycuneae,dsDNA
Wbetavirus wbeta,dsDNA
Yunnan orbivirus,dsRNA
Atlantic salmon swim bladder sarcoma virus,ssRNA-RT
Tomato leaf curl Joydebpur virus,ssDNA(+/-)
Malvastrum leaf curl betasatellite,ssDNA
Rotavirus H,dsRNA
Vicia faba alphaendornavirus,dsRNA
Rotavirus C,dsRNA
Dyoxipapillomavirus 1,dsDNA
Tymovirus dulcamarae,ssRNA(+)
Rosellinia necatrix virus 1,dsRNA
Keylargovirus JL001,dsDNA
Alphainfluenzavirus influenzae,ssRNA(-)
Grapevine leafroll-associated virus 2,ssRNA(+)
Shallot yellow stripe virus,ssRNA(+)
Bacillus phage Gamma,dsDNA
Alphabaculovirus trini,dsDNA
Circovirus duck,ssDNA(+/-)
Sida yellow vein virus satellite DNA beta,ssDNA
Tomato chlorosis virus,ssRNA(+)
Norwalk virus,ssRNA(+)
Alphasphaerolipovirus SH1,dsDNA
Deltapapillomavirus 4,dsDNA
Alphapapillomavirus 11,dsDNA
Protobacilladnavirus chasesal,ssDNA
Simian immunodeficiency virus,ssRNA-RT
Fiji disease virus,dsRNA
Staminivirus SMA9,ssDNA(+)
Alphapolyomavirus muris,dsDNA
Nupapillomavirus 1,dsDNA
Betapolyomavirus secuhominis,dsDNA
Peanut stunt virus,ssRNA(+)
Alphabaculovirus chrychalcites,dsDNA
Bocaparvovirus carnivoran1,ssDNA(+/-)
Xipapillomavirus 1,dsDNA
Pennisetum mosaic virus,ssRNA(+)
Deltapapillomavirus 3,dsDNA
Betapapillomavirus 2,dsDNA
Orthoflavivirus murrayense,ssRNA(+)
Henipavirus nipahense,ssRNA(-)
Primate T-lymphotropic virus 1,ssRNA-RT
Heterosigma akashiwo RNA virus,ssRNA(+)
Orthorubulavirus laryngotracheitidis,ssRNA(-)
Pelarspovirus lineapelargonii,ssRNA(+)
Pseudotevenvirus RB43,dsDNA
Turnip mosaic virus,ssRNA(+)
Wild potato mosaic virus,ssRNA(+)
Sapelovirus A,ssRNA(+)
Enterovirus G,ssRNA(+)
Mayaro virus,ssRNA(+)
Aconitum latent virus,ssRNA(+)
Orthoflavivirus apoiense,ssRNA(+)
Hop latent virus,ssRNA(+)
Japanese yam mosaic virus,ssRNA(+)
Tremovirus A,ssRNA(+)
Maize dwarf mosaic virus,ssRNA(+)
Enterovirus E,ssRNA(+)
Sweet potato feathery mottle virus,ssRNA(+)
Orthoflavivirus loupingi,ssRNA(+)
Orthoflavivirus encephalitidis,ssRNA(+)
Bean yellow mosaic virus,ssRNA(+)
Rice yellow mottle virus,ssRNA(+)
Orthohantavirus dobravaense,ssRNA(-)
Dependoparvovirus primate1,ssDNA(+/-)
Onyong-nyong virus,ssRNA(+)
Cardiovirus A,ssRNA(+)
Rubivirus rubellae,ssRNA(+)
Avian coronavirus,ssRNA(+)
Sequivirus pastinacae,ssRNA(+)
Comovirus siliquae,ssRNA(+)
Potato virus Y,ssRNA(+)
Lambdapapillomavirus 4,dsDNA
Pestivirus ovis,ssRNA(+)
Qubevirus faecium,ssRNA(+)
Betapapillomavirus 3,dsDNA
Alphapapillomavirus 3,dsDNA
Circovirus porcine2,ssDNA(+/-)
Tomato leaf curl China betasatellite,ssDNA
Betaarterivirus suid 2,ssRNA(+)
Eastern equine encephalitis virus,ssRNA(+)
Alphapapillomavirus 14,dsDNA
Tymovirus chayotis,ssRNA(+)
Biquartavirus 44RR2,dsDNA
Badnavirus alphavirgamusae,dsDNA-RT
Onion yellow dwarf virus,ssRNA(+)
Subterranean clover mottle virus,ssRNA(+)
Salmon pancreas disease virus,ssRNA(+)
Cocksfoot streak virus,ssRNA(+)
Oat mosaic virus,ssRNA(+)
Marafivirus maydis,ssRNA(+)
Soybean mosaic virus,ssRNA(+)
Betacoronavirus 1,ssRNA(+)
Wheat yellow mosaic virus,ssRNA(+)
Sesbania mosaic virus,ssRNA(+)
Hepacivirus platyrrhini,ssRNA(+)
Wheat streak mosaic virus,ssRNA(+)
Orthoflavivirus bravoense,ssRNA(+)
Murine coronavirus,ssRNA(+)
Little cherry virus 1,ssRNA(+)
Lettuce mosaic virus,ssRNA(+)
Barley mild mosaic virus,ssRNA(+)
Rhinovirus A,ssRNA(+)
Citrus tristeza virus,ssRNA(+)
Tomato yellow leaf curl China virus,ssDNA(+/-)
UR2 sarcoma virus,ssRNA-RT
Ross River virus,ssRNA(+)
Orthoflavivirus japonicum,ssRNA(+)
Venezuelan equine encephalitis virus,ssRNA(+)
Orthoflavivirus denguei,ssRNA(+)
Plum pox virus,ssRNA(+)
Tymovirus brassicae,ssRNA(+)
Mule deerpox virus,dsDNA
Pegivirus hominis,ssRNA(+)
Nepovirus chromusivum,ssRNA(+)
Heron hepatitis B virus,dsDNA-RT
Papaya ringspot virus,ssRNA(+)
Alphapapillomavirus 10,dsDNA
Alphapapillomavirus 8,dsDNA
Aichivirus A,ssRNA(+)
Enterovirus A,ssRNA(+)
Human astrovirus,ssRNA(+)
Cassia yellow blotch virus,ssRNA(+)
Lepidopteran ambidensovirus 1,ssDNA(+/-)
Hepacivirus hominis,ssRNA(+)
Tupavirus tupaia,ssRNA(-)
Peru tomato mosaic virus,ssRNA(+)
Orthoflavivirus montanaense,ssRNA(+)
Ovine enzootic nasal tumor virus,ssRNA-RT
Tamana bat virus,ssRNA(+)
Zucchini yellow mosaic virus,ssRNA(+)
Comovirus cucurbitae,ssRNA(+)
Cowpea aphid-borne mosaic virus,ssRNA(+)
Fabavirus betaviciae,ssRNA(+)
Potato virus A,ssRNA(+)
Cheravirus mali,ssRNA(+)
Enterovirus H,ssRNA(+)
Parechovirus A,ssRNA(+)
Sugarcane yellow leaf virus,ssRNA(+)
Clover yellow vein virus,ssRNA(+)
Johnsongrass mosaic virus,ssRNA(+)
Marafivirus avenae,ssRNA(+)
Waikavirus zeae,ssRNA(+)
Lucerne transient streak virus,ssRNA(+)
Bean common mosaic necrosis virus,ssRNA(+)
Blueberry scorch virus,ssRNA(+)
Tobacco etch virus,ssRNA(+)
Rabbit hemorrhagic disease virus,ssRNA(+)
Enterovirus B,ssRNA(+)
Malvastrum yellow vein betasatellite,ssDNA
Rhinovirus B,ssRNA(+)
Pestivirus bovis,ssRNA(+)
Comovirus severum,ssRNA(+)
Enterovirus D,ssRNA(+)
Cardiovirus B,ssRNA(+)
Iteradensovirus lepidopteran1,ssDNA(+/-)
Primate T-lymphotropic virus 1,ssRNA-RT
Enterovirus C,ssRNA(+)
Paslahepevirus balayani,ssRNA(+)
Orthoflavivirus nilense,ssRNA(+)
Phytophthora alphaendornavirus 1,dsRNA
Tigrvirus phi52237,dsDNA
Shallot latent virus,ssRNA(+)
Tetraparvovirus primate1,ssDNA(+/-)
Sadwavirus citri,ssRNA(+)
Parechovirus B,ssRNA(+)
Nepovirus cycas,ssRNA(+)
Papaya leaf distortion mosaic virus,ssRNA(+)
Alphaarterivirus equid,ssRNA(+)
Dasheen mosaic virus,ssRNA(+)
Orthoflavivirus modocense,ssRNA(+)
Potato virus V,ssRNA(+)
Ryegrass mottle virus,ssRNA(+)
Poinsettia mosaic virus,ssRNA(+)
Orthoflavivirus langatense,ssRNA(+)
Barley yellow mosaic virus,ssRNA(+)
Tobacco vein mottling virus,ssRNA(+)
Southern bean mosaic virus,ssRNA(+)
Peanut mottle virus,ssRNA(+)
Sweet potato mild mottle virus,ssRNA(+)
Brome streak mosaic virus,ssRNA(+)
Ryegrass mosaic virus,ssRNA(+)
Waikavirus oryzae,ssRNA(+)
Potato virus M,ssRNA(+)
African green monkey polyomavirus,dsDNA
Beet yellows virus,ssRNA(+)
Sindbis virus,ssRNA(+)
Pepper mottle virus,ssRNA(+)
Hepatovirus A,ssRNA(+)
Nepovirus lycopersici,ssRNA(+)
Orthoflavivirus powassanense,ssRNA(+)
Nepovirus betae,ssRNA(+)
Pea seed-borne mosaic virus,ssRNA(+)
Comovirus trifolii,ssRNA(+)
Comovirus vignae,ssRNA(+)
Phietavirus pv71,dsDNA
Phietavirus pv88,dsDNA
Bracoviriform demolitoris,dsDNA
Phietavirus pv37,dsDNA
Nepovirus foliumflabelli,ssRNA(+)
Semliki Forest virus,ssRNA(+)
Phietavirus pv52a,dsDNA
Triavirus tv47,dsDNA
Phietavirus ROSA,dsDNA
Dubowvirus dv53,dsDNA
Tobacco leaf curl Yunnan virus,ssDNA(+/-)
Staphylococcus phage PT1028,unknown
Grapevine rupestris stem pitting-associated virus,ssRNA(+)
Small anellovirus,ssDNA(-)
Vaccinia virus,dsDNA
Gallantivirus galinsogae,ssRNA(+)
Senecio yellow mosaic virus,ssDNA(+/-)
Gremmeniella abietina mitochondrial RNA virus S2,ssRNA(+)
Primate T-lymphotropic virus 2,ssRNA-RT
Chilli veinal mottle virus,ssRNA(+)
Avian endogenous retrovirus EAV-HP,ssRNA-RT
Odontoglossum ringspot virus,ssRNA(+)
Variola virus,dsDNA
Chayote yellow mosaic virus,ssDNA(+/-)
Zucchini green mottle mosaic virus,ssRNA(+)
Aureusvirus aurei,ssRNA(+)
Muromegalovirus muridbeta1,dsDNA
East African cassava mosaic virus,ssDNA(+/-)
Listonella phage phiHSIC,dsDNA
Pleurotus ostreatus virus 1,dsRNA
Betatectivirus GIL16,dsDNA
Mint virus X,ssRNA(+)
Coetzeevirus JL1,dsDNA
Human mastadenovirus E,dsDNA
Lyssavirus rabies,ssRNA(-)
Pepper mild mottle virus,ssRNA(+)
Cheravirus avii,ssRNA(+)
Kyuri green mottle mosaic virus,ssRNA(+)
Salacisavirus pssm2,dsDNA
Calicivirus isolate TCG,ssRNA(+)
Hollowayvirus F116,dsDNA
Apple stem grooving virus,ssRNA(+)
Triavirus tv3a,dsDNA
Human mastadenovirus C,dsDNA
Human mastadenovirus B,dsDNA
Phietavirus X2,dsDNA
Phietavirus pv29,dsDNA
Phietavirus pv96,dsDNA
Dubowvirus dv69,dsDNA
Tobacco curly shoot virus,ssDNA(+/-)
Kayvirus G1,dsDNA
Small anellovirus,ssDNA(-)
Sandinevirus BK5T,dsDNA
Orthopicobirnavirus hominis,dsRNA
Badnavirus iotavirgamusae,dsDNA-RT
Haemophilus phage Aaphi23,dsDNA
Honeysuckle yellow vein virus,ssDNA(+/-)
Orthorubulavirus simiae,ssRNA(-)
Gammanucleorhabdovirus maydis,ssRNA(-)
Betacarmovirus hibisci,ssRNA(+)
Luteovirus pavhordei,ssRNA(+)
Tomato leaf curl Mayotte virus,ssDNA(+/-)
Murine leukemia virus,ssRNA-RT
Murine leukemia virus,ssRNA-RT
Ageratum enation virus,ssDNA(+/-)
Maculavirus vitis,ssRNA(+)
Orthotospovirus citrullomaculosi,ssRNA(+/-)
Leek yellow stripe virus,ssRNA(+)
East African cassava mosaic Cameroon virus,ssDNA(+/-)
Apricot pseudo-chlorotic leaf spot virus,ssRNA(+)
Blackberry yellow vein-associated virus,ssRNA(+)
Alphanucleorhabdovirus colocasiae,ssRNA(-)
Alphanecrovirus tessellati,ssRNA(+)
Hydrangea ringspot virus,ssRNA(+)
Strawberry latent ringspot virus satellite RNA,RNA
Tombusvirus lycopersici,ssRNA(+)
Tequintavirus T5,dsDNA
Human coronavirus HKU1,ssRNA(+)
Tiamatvirus PSSP7,dsDNA
Fragaria chiloensis latent virus,ssRNA(+)
Human mastadenovirus C,dsDNA
Sri Lankan cassava mosaic virus,ssDNA(+/-)
Chalara elegans RNA Virus 1,dsRNA
Orthoflavivirus yokoseense,ssRNA(+)
Cypovirus 14,dsRNA
Mungbean yellow mosaic India virus,ssDNA(+/-)
Human mastadenovirus D,dsDNA
Fibralongavirus fv2638A,dsDNA
Rosenblumvirus rv66,dsDNA
Banna virus,dsRNA
Brussowvirus bv2972,dsDNA
African swine fever virus,dsDNA
Twortvirus twort,dsDNA
Badnavirus gammavirgamusae,dsDNA-RT
Phikmvvirus phiKMV,dsDNA
Gremmeniella abietina RNA virus L2,dsRNA
Scindoambidensovirus orthopteran1,ssDNA(+/-)
Tombusvirus necropelargonii,ssRNA(+)
Mint virus 1,ssRNA(+)
Gaunavirus GA1,dsDNA
Varicellovirus humanalpha3,dsDNA
Erbovirus A,ssRNA(+)
Squash leaf curl Yunnan virus,ssDNA(+/-)
Omikronpapillomavirus 1,dsDNA
Scallion mosaic virus,ssRNA(+)
Cotton leaf curl Gezira betasatellite,ssDNA
Tomato yellow leaf curl virus,ssDNA(+/-)
Enterobacteria phage ES18,dsDNA
Marafivirus citri,ssRNA(+)
Cowpea severe leaf curl-associated DNA beta,ssDNA
Begomovirus-associated DNA-II,DNA
Cucumber vein yellowing virus,ssRNA(+)
Reticuloendotheliosis virus,ssRNA-RT
Mosigvirus RB69,dsDNA
Dendrolimus punctatus virus,ssRNA(+)
Novirhabdovirus hirame,ssRNA(-)
Ronodorvirus ssm4,dsDNA
Alphabaculovirus altermaconfiguratae,dsDNA
Moineauvirus DT1,dsDNA
Human mastadenovirus B,dsDNA
Human mastadenovirus C,dsDNA
Turkey astrovirus,ssRNA(+)
Canine mastadenovirus A,dsDNA
Teschovirus A,ssRNA(+)
Grapevine virus B,ssRNA(+)
European brown hare syndrome virus,ssRNA(+)
Beet mild yellowing virus,ssRNA(+)
Orthoflavivirus flavi,ssRNA(+)
Phietavirus pv55,dsDNA
Phietavirus pv92,dsDNA
Phietavirus EW,dsDNA
Triavirus tv42e,dsDNA
Phietavirus pv187,dsDNA
Dubowvirus dv85,dsDNA
Badnavirus deltavirgamusae,dsDNA-RT
Orthopneumovirus muris,ssRNA(-)
Alachuavirus Xp15,dsDNA
Alphatorquevirus homin1,ssDNA(-)
Caprine arthritis encephalitis virus,ssRNA-RT
Nodensvirus spm2,dsDNA
Yersinia phage PY54,dsDNA
Malvastrum yellow vein Yunnan virus,ssDNA(+/-)
Morbillivirus ceti,ssRNA(-)
Tomato leaf curl Madagascar virus,ssDNA(+/-)
Ageratum yellow vein virus,ssDNA(+/-)
Caulimovirus venafragariae,dsDNA-RT
Croton yellow vein mosaic virus,ssDNA(+/-)
Icerudivirus SIRV2,dsDNA
Salmon pancreas disease virus,ssRNA(+)
Bean common mosaic virus,ssRNA(+)
Tomato yellow leaf curl Thailand virus,ssDNA(+/-)
African cassava mosaic virus,ssDNA(+/-)
Sigmapapillomavirus 1,dsDNA
Stralarivirus fragariae,ssRNA(+)
Begomovirus-associated DNA-III,DNA
Jerseyvirus SS3e,dsDNA
Alphafusarivirus fusarii,ssRNA
Human mastadenovirus B,dsDNA
Alphanecrovirus nicotianae,ssRNA(+)
Alphabaculovirus alterchofumiferanae,dsDNA
Monkeypox virus,dsDNA
Macrobrachium rosenbergii nodavirus,ssRNA(+)
Alphabaculovirus chofumiferanae,dsDNA
Pepino mosaic virus,ssRNA(+)
Varroa destructor virus 1,ssRNA(+)
Machlomovirus zeae,ssRNA(+)
Turkey siadenovirus A,dsDNA
Canine mastadenovirus A,dsDNA
Sorghum mosaic virus,ssRNA(+)
Betacarmovirus iridis,ssRNA(+)
Tymovirus physalis,ssRNA(+)
Umbravirus carotae,ssRNA(+)
Avenavirus avenae,ssRNA(+)
Potato leafroll virus,ssRNA(+)
Plantago asiatica mosaic virus,ssRNA(+)
Agropyron mosaic virus,ssRNA(+)
Orthorubulavirus parotitidis,ssRNA(-)
Morbillivirus pecoris,ssRNA(-)
Watermelon mosaic virus,ssRNA(+)
Mammarenavirus mopeiaense,ssRNA(+/-)
Magnaporthe oryzae virus 1,dsRNA
Hepatitis delta virus,ssRNA(-)
Aquabirnavirus salmonidae,dsRNA
Mammarenavirus juninense,ssRNA(+/-)
Novirhabdovirus piscine,ssRNA(-)
Mammarenavirus caliense,ssRNA(+/-)
Lyssavirus mokola,ssRNA(-)
Orthopneumovirus bovis,ssRNA(-)
Human immunodeficiency virus 2,ssRNA-RT
Tomato planta macho viroid,ssRNA
Cactus virus X,ssRNA(+)
Garlic virus X,ssRNA(+)
Aparavirus apisacutum,ssRNA(+)
Panicovirus panici,ssRNA(+)
Citrus dwarfing viroid,ssRNA
Hop latent viroid,ssRNA
Potato spindle tuber viroid,ssRNA
Humulus japonicus latent virus,ssRNA(+)
Diaporthe ambigua RNA virus 1,ssRNA(+)
Avastrovirus 3,ssRNA(+)
Penicillium stoloniferum virus S,dsRNA
St Croix River virus,dsRNA
African horse sickness virus,dsRNA
Sapelovirus B,ssRNA(+)
Nepovirus nicotianae,ssRNA(+)
Palyam virus,dsRNA
Orthohantavirus hantanense,ssRNA(-)
Mammarenavirus piritalense,ssRNA(+/-)
Alphacoronavirus 1,ssRNA(+)
Oat golden stripe virus,ssRNA(+)
Cherry virus A,ssRNA(+)
Alphanecrovirus oleae,ssRNA(+)
Pepevirus rubrum,ssRNA(+)
Turnip yellows virus,ssRNA(+)
Little cherry virus 2,ssRNA(+)
Pea early-browning virus,ssRNA(+)
Strawberry pallidosis-associated virus,ssRNA(+)
Mammarenavirus brazilense,ssRNA(+/-)
Getah virus,ssRNA(+)
Hantavirus Z10,ssRNA(-)
Sapporo virus,ssRNA(+)
Mopeia Lassa virus reassortant 29,ssRNA(+/-)
Barley stripe mosaic virus,ssRNA(+)
Orthohantavirus seoulense,ssRNA(-)
Respirovirus muris,ssRNA(-)
Tomato black ring virus satellite RNA,RNA
Betahypovirus americanum,ssRNA(+)
Orthoebolavirus sudanense,ssRNA(-)
Orthopneumovirus hominis,ssRNA(-)
Strawberry mild yellow edge virus,ssRNA(+)
Rous sarcoma virus,ssRNA-RT
Avibirnavirus gumboroense,dsRNA
Orthoflavivirus omskense,ssRNA(+)
Nudaurelia capensis beta virus,ssRNA(+)
Grapevine fanleaf virus satellite RNA,RNA
Black beetle virus,ssRNA(+)
Tomato chlorotic dwarf viroid,ssRNA
Citrus bent leaf viroid,ssRNA
Pear blister canker viroid,ssRNA
Alphachrysovirus helminthosporii,dsRNA
Iflavirus ectobliquae,ssRNA(+)
Betanecrovirus betae,ssRNA(+)
Parietaria mottle virus,ssRNA(+)
Beet virus Q,ssRNA(+)
Orthohantavirus tulaense,ssRNA(-)
Nepovirus arabis,ssRNA(+)
Asparagus virus 3,ssRNA(+)
Grapevine virus A,ssRNA(+)
Mamastrovirus 13,ssRNA(+)
Cocksfoot mottle virus,ssRNA(+)
Betanecrovirus porri,ssRNA(+)
Cucurbit aphid-borne yellows virus,ssRNA(+)
White clover mosaic virus,ssRNA(+)
Ophiovirus citri,ssRNA(-)
Orthoflavivirus usutuense,ssRNA(+)
Hordeum mosaic virus,ssRNA(+)
Brome mosaic virus,ssRNA(+)
Poplar mosaic virus,ssRNA(+)
Beet necrotic yellow vein virus,ssRNA(+)
Aparavirus vallesi,ssRNA(+)
Giardia lamblia virus,dsRNA
Sweet potato chlorotic fleck virus,ssRNA(+)
Morbillivirus hominis,ssRNA(-)
Feline immunodeficiency virus,ssRNA-RT
Orthorubulavirus mammalis,ssRNA(-)
Spring beauty latent virus,ssRNA(+)
Orthotospovirus tomatomaculae,ssRNA(+/-)
Orthohantavirus sinnombreense,ssRNA(-)
Respirovirus bovis,ssRNA(-)
Alphacarmovirus dianthi,ssRNA(+)
Chicory yellow mottle virus satellite RNA,RNA
Ophiovirus lactucae,ssRNA(-)
Apple scar skin viroid,ssRNA
Cytorhabdovirus gramineae,ssRNA(-)
Ribgrass mosaic virus,ssRNA(+)
Apple dimple fruit viroid,ssRNA
Australian grapevine viroid,ssRNA
Grapevine yellow speckle viroid 1,ssRNA
Zygocactus virus X,ssRNA(+)
Oyster mushroom spherical virus,ssRNA(+)
Nepovirus rubi,ssRNA(+)
Botrytis virus X,ssRNA(+)
Beet mosaic virus,ssRNA(+)
Orthohantavirus puumalaense,ssRNA(-)
Flock House virus,ssRNA(+)
Tobacco mosaic virus,ssRNA(+)
Tombusvirus cymbidii,ssRNA(+)
Phlebovirus napoliense,ssRNA(+/-)
White clover cryptic virus 1,dsRNA
Sapporo virus,ssRNA(+)
Carrot red leaf virus,ssRNA(+)
Thogotovirus thogotoense,ssRNA(-)
Lily symptomless virus,ssRNA(+)
Orthonairovirus haemorrhagiae,ssRNA(-)
Anativirus A,ssRNA(+)
Murine leukemia virus,ssRNA-RT
Cherry chlorotic rusty spot associated partitivirus,dsRNA
Barley yellow dwarf virus GAV,ssRNA(+)
