Species,Family,Genome.composition
Coopervirus adawi,,dsDNA
Mycobacterium phage Quink,,dsDNA
Badnavirus maculapiperis,Caulimoviridae,dsDNA-RT
Pahexavirus PHL151N00,,dsDNA
Pahexavirus PHL071N05,,dsDNA
Feline astrovirus 2,Astroviridae,ssRNA(+)
Potamipivirus A,Picornaviridae,ssRNA(+)
Tomato yellow leaf curl Saudi virus,Geminiviridae,ssDNA(+/-)
Phikmvvirus MPK7,Autographiviridae,dsDNA
Porcine partetravirus,Parvoviridae,ssDNA(+/-)
Silviavirus remus,Herelleviridae,dsDNA
Parvovirus NIH-CQV,Parvoviridae,ssDNA(+/-)
Mycobacterium phage Redno2,,dsDNA
Mycobacterium phage Crossroads,Vilmaviridae,dsDNA
Lumosvirus whirlwind,Vilmaviridae,dsDNA
Mycobacterium phage Daenerys,,dsDNA
Mycobacterium phage Adzzy,,dsDNA
Comovirus fabae,Secoviridae,ssRNA(+)
Malvastrum leaf curl deltasatellite,Tolecusatellitidae,ssDNA
Bean white chlorosis mosaic virus,Geminiviridae,ssDNA(+/-)
Mycobacterium phage DrDrey,,dsDNA
Orthorubulavirus hominis,Paramyxoviridae,ssRNA(-)
Alphabaculovirus chorosaceanae,Baculoviridae,dsDNA
Vedamuthuvirus BM13,,dsDNA
Skunavirus sv340,,dsDNA
Fernvirus P123,,dsDNA
Ralstonia phage RSS20,Inoviridae,ssDNA(+)
Saphexavirus SPQS1,,dsDNA
Cebadecemvirus phi10una,Assiduviridae,dsDNA
Baltivirus phi18tres,Pachyviridae,dsDNA
Lightbulbvirus Cba41,,dsDNA
Cellulophaga phage phi12a:1,Microviridae,ssDNA(+)
Homburgvirus LP37,,dsDNA
Cellulophaga phage phi12:2,Microviridae,ssDNA(+)
Cornellvirus SP31,,dsDNA
Jerseyvirus jersey,,dsDNA
Rotavirus F,Sedoreoviridae,dsRNA
Vibrio phage VPMS1,,dsDNA
Panicovirus paspali,Tombusviridae,ssRNA(+)
Citrus vein enation virus,Solemoviridae,ssRNA(+)
Mycobacterium phage Leo,,dsDNA
Rhizobium phage RR1-A,,dsDNA
Nilaparvata lugens honeydew virus-3,Iflaviridae,ssRNA(+)
Cronobacter phage CR5,,dsDNA
Mycobacterium phage Job42,,dsDNA
Taupapillomavirus 3,Papillomaviridae,dsDNA
Grapevine satellite virus,,ssRNA(+)
Saldibavirus HRTV4,Haloferuviridae,dsDNA
Halovirus HCTV-5,Druskaviridae,dsDNA
Triavirus StauST3982,,dsDNA
Klosterneuburgvirus MGB1,Salasmaviridae,dsDNA
Likavirus zemlya,,dsDNA
Mycobacterium phage Chy4,,dsDNA
Phietavirus StauST3981,,dsDNA
Bongovirus bongo,Vilmaviridae,dsDNA
Cheoctovirus sisi,,dsDNA
Mycobacterium phage PattyP,,dsDNA
Malvastrum leaf curl Philippines virus,Geminiviridae,ssDNA(+/-)
Mycobacterium phage Wheeler,,dsDNA
Orthobunyavirus brazoriaense,Peribunyaviridae,ssRNA(-)
Grapevine red blotch virus,Geminiviridae,ssDNA(+/-)
Alphabaculovirus heleucae,Baculoviridae,dsDNA
Invertebrate iridescent virus 22,Iridoviridae,dsDNA
Shigella phage SfII,,dsDNA
Skunavirus jm2,,dsDNA
Unahavirus uv6H,Duneviridae,dsDNA
Helsingorvirus Cba171,,dsDNA
Helsingorvirus Cba121,,dsDNA
Akihdevirus balticus,Steigviridae,dsDNA
Callevirus phi38una,Pervagoviridae,dsDNA
Thermus phage phi OH2,,dsDNA
Baltivirus phi19tres,Pachyviridae,dsDNA
Ithacavirus SP076,Schitoviridae,dsDNA
Apscaviroid pvd-2,Pospiviroidae,ssRNA
Chivirus FSLSP088,Casjensviridae,dsDNA
Cuban alphasatellite 1,Alphasatellitidae,ssDNA
Tomato golden leaf spot virus,Geminiviridae,ssDNA(+/-)
Serratia phage Eta,,dsDNA
Nilaparvata lugens honeydew virus-2,Iflaviridae,ssRNA(+)
Vibrio phage pYD38-B,,dsDNA
Psavirus LP302,,dsDNA
Seejivirus CGphi46,Graaviviridae,dsDNA
Mycobacterium phage Jobu08,,dsDNA
Parechovirus C,Picornaviridae,ssRNA(+)
Maize yellow dwarf virus RMV,Solemoviridae,ssRNA(+)
Clostridium phage vB_CpeS-CP51,,dsDNA
Clampvirus HHTV1,Madisaviridae,dsDNA
Hacavirus HCTV1,Druskaviridae,dsDNA
Haloferacalesvirus hv7,Hafunaviridae,dsDNA
Mycobacterium phage CASbig,,dsDNA
Bixzunavirus Bxz1,,dsDNA
Preplasmiviricota sp. Gezel-14T,,dsDNA
Tomato yellow leaf curl Yunnan virus,Geminiviridae,ssDNA(+/-)
Likavirus sujidade,,dsDNA
Pegunavirus suffolk,,dsDNA
Mycobacterium phage Murphy,,dsDNA
Habenaria mosaic virus,Potyviridae,ssRNA(+)
Staphylococcus phage SA12,,dsDNA
Cellulophaga phage phi48:2,,ssDNA
Cellubavirus phi19una,Assiduviridae,dsDNA
Pecentumvirus LP0832,Herelleviridae,dsDNA
Ithacavirus SP058,Schitoviridae,dsDNA
Burdock mottle virus,Benyviridae,ssRNA(+)
Cyclovirus munthu,Circoviridae,ssDNA(+/-)
Subteminivirus SMA7,Inoviridae,ssDNA(+)
Rhizobium phage RR1-B,,dsDNA
Paenibacillus phage PG1,,dsDNA
Pacinivirus VCO139,Schitoviridae,dsDNA
Tefnutvirus siom18,Kyanoviridae,dsDNA
Roufvirus pIS4A,,dsDNA
Gammapapillomavirus 11,Papillomaviridae,dsDNA
Friunavirus AB3,Autographiviridae,dsDNA
Hagravirus HGTV1,Halomagnusviridae,dsDNA
Nampongvirus ST79,Peduoviridae,dsDNA
Haloferacalesvirus hv5,Hafunaviridae,dsDNA
Hanrivervirus pSf1,Drexlerviridae,dsDNA
Bixzunavirus astraea,,dsDNA
Mycobacterium phage Chy5,,dsDNA
Chili leaf curl Bhatinda betasatellite,Tolecusatellitidae,ssDNA
Phietavirus StauST3983,,dsDNA
Likavirus lika,,dsDNA
Fishburnevirus fishburne,,dsDNA
Mycobacterium phage Phrux,,dsDNA
Mycobacterium phage Phaux,,dsDNA
Bandavirus amblyommae,Phenuiviridae,ssRNA(+/-)
Porprismacovirus porci2,Smacoviridae,ssDNA
Dill cryptic virus 2,Partitiviridae,dsRNA
Circovirus vleermuis,Circoviridae,ssDNA(+/-)
Cadicivirus A,Picornaviridae,ssRNA(+)
Acheta domesticus volvovirus,,ssDNA
Emcearvirus gerard,Kyanoviridae,dsDNA
Vibrio phage douglas 12A4,,dsDNA
Bombyx mori bidensovirus,Bidnaviridae,ssDNA
Ustilaginoidea virens partitivirus 2,Partitiviridae,dsRNA
Alphasphaerolipovirus PH1,Sphaerolipoviridae,dsDNA
Alphamesonivirus 3,Mesoniviridae,ssRNA(+)
Alphacarmovirus calibrachoae,Tombusviridae,ssRNA(+)
Phietavirus SA13,,dsDNA
Skunavirus sv7,,dsDNA
Ralstonia phage RSS30,Inoviridae,ssDNA(+)
Nitunavirus NIT1,Herelleviridae,dsDNA
Lightbulbvirus Cba172,,dsDNA
Cellulophaga phage phi46:1,,dsDNA
Chivirus FSLSP030,Casjensviridae,dsDNA
Cellulophaga phage phi39:1,,dsDNA
Baltivirus phi13duo,Pachyviridae,dsDNA
Rotavirus B,Sedoreoviridae,dsRNA
Homburgvirus LP110,,dsDNA
Chivirus iEPS5,Casjensviridae,dsDNA
Peeveelvirus JS01,,dsDNA
Stockinghallvirus FSLSP004,Peduoviridae,dsDNA
Sclerotinia sclerotiorum betaendornavirus 1,Endornaviridae,dsRNA
Rosellinia necatrix victorivirus 1,Totiviridae,dsRNA
Saetivirus VFJ,Inoviridae,ssDNA(+)
Sweet potato leaf curl Henan virus,Geminiviridae,ssDNA(+/-)
Ronodorvirus pssm3,Kyanoviridae,dsDNA
Veracruzvirus BTCU1,,dsDNA
Alteromonas phage vB_AmaP_AD45-P1,Schitoviridae,dsDNA
Neritesvirus scam8,Kyanoviridae,dsDNA
Luteovirus kerbihordei,Tombusviridae,ssRNA(+)
Halohivirus HHTV2,Saparoviridae,dsDNA
Haloferacalesvirus hv8,Hafunaviridae,dsDNA
Samsavirus HCTV2,Saparoviridae,dsDNA
Lonfivirus HSTV1,Shortaselviridae,dsDNA
Mycobacterium phage WIVsmall,,dsDNA
Pseudotevenvirus lw1,Straboviridae,dsDNA
Friunavirus Abp1,Autographiviridae,dsDNA
Bixzunavirus Bxz1,,dsDNA
Mycobacterium phage Severus,,dsDNA
Rhodococcus phage E3,,dsDNA
Melvirus orientalis,Zobellviridae,dsDNA
Timshelvirus HINdeR,,dsDNA
Phaeocystis globosa virus,Phycodnaviridae,dsDNA
Fowl aviadenovirus B,Adenoviridae,dsDNA
Donkey orchid virus A,Potyviridae,ssRNA(+)
Ageratum Yellow vein China virus - OX1,Geminiviridae,ssDNA(+/-)
Enterovirus F,Picornaviridae,ssRNA(+)
Vibrio phage helene 12B3,,dsDNA
White clover cryptic virus 2,Partitiviridae,dsRNA
Leucotheavirus syn30,Kyanoviridae,dsDNA
Tomato leaf curl China virus - OX2,Geminiviridae,ssDNA(+/-)
Pegivirus neotomae,Flaviviridae,ssRNA(+)
Mapvirus Ff47,,dsDNA
Cherry rusty mottle associated virus,Betaflexiviridae,ssRNA(+)
Alphamesonivirus 4,Mesoniviridae,ssRNA(+)
Cheravirus arracaciae,Secoviridae,ssRNA(+)
Pemunavirus PM1,,dsDNA
Banchanvirus SS1201,Autographiviridae,dsDNA
Tulanevirus aes12,Straboviridae,dsDNA
Prochlorococcus phage MED4-184,,dsDNA
Silviavirus remus,Herelleviridae,dsDNA
Rhodovulum phage RS1,,dsDNA
Stoningtonvirus VBP47,Schitoviridae,dsDNA
Tetraselmis viridis virus S1,,dsDNA
Nerrivikvirus srim2,Kyanoviridae,dsDNA
Anaposvirus socalone,Kyanoviridae,dsDNA
Dyorhopapillomavirus 1,Papillomaviridae,dsDNA
Sulfitobacter phage pCB2047-C,,dsDNA
Broinstvirus pCB2051A,Casjensviridae,dsDNA
Vesiculovirus isfahan,Rhabdoviridae,ssRNA(-)
Vesiculovirus chandipura,Rhabdoviridae,ssRNA(-)
Pelagibacter phage HTVC010P,,dsDNA
Pelarspovirus rosae,Tombusviridae,ssRNA(+)
Vibrio phage VvAW1,,dsDNA
Andromedavirus finn,,dsDNA
Corchorus yellow vein mosaic virus,Geminiviridae,ssDNA(+/-)
Tymovirus latandigenum,Tymoviridae,ssRNA(+)
Sida yellow mosaic Alagoas virus,Geminiviridae,ssDNA(+/-)
Labidocera aestiva circovirus,Circoviridae,ssDNA(+/-)
Gentian Kobu-sho-associated virus,,dsRNA
Pseudomonas phage JBD24,,dsDNA
Triavirus JS02,,dsDNA
Cryphonectria parasitica bipartite mycovirus 1,,dsRNA
Dahlia latent viroid,Pospiviroidae,ssRNA
Dyoiotapapillomavirus 2,Papillomaviridae,dsDNA
Brugmansia mosaic virus,Potyviridae,ssRNA(+)
Escherichia virus phAPEC8,,dsDNA
Porcine associated porprismacovirus 3,Smacoviridae,ssDNA
Melegrivirus A,Picornaviridae,ssRNA(+)
Simian mastadenovirus C,Adenoviridae,dsDNA
Hop trefoil cryptic virus 2,Partitiviridae,dsRNA
Quang Binh virus,Flaviviridae,ssRNA(+)
Vibrio phage henriette 12B8,,dsDNA
Pifdecavirus PhiS1,Autographiviridae,dsDNA
Circovirus canine,Circoviridae,ssDNA(+/-)
Alphamesonivirus 2,Mesoniviridae,ssRNA(+)
Human polyomavirus 12,Polyomaviridae,dsDNA
Caeruleovirus Bc431,Herelleviridae,dsDNA
Rosadnavirus venarosae,Caulimoviridae,dsDNA-RT
Cyanophage P-RSM6,Kyanoviridae,dsDNA
Limdunavirus LN04,,dsDNA
Lingvirus PGSP1,Autographiviridae,dsDNA
Cyanophage KBS-S-2A,,dsDNA
Sednavirus SRIP2,Autographiviridae,dsDNA
Tetraselmis viridis virus S20,,dsDNA
Cbastvirus ST,,dsDNA
Vibrio phage VBM1,,dsDNA
Micromonas pusilla virus 12T,Phycodnaviridae,dsDNA
Matsuvirus pYD6A,Schitoviridae,dsDNA
Raunefjordenvirus CB2047B,Schitoviridae,dsDNA
Pelagivirus HTVC019P,Autographiviridae,dsDNA
Lyssavirus lagos,Rhabdoviridae,ssRNA(-)
Guar leaf curl alphasatellite,Alphasatellitidae,ssDNA
Lyssavirus aravan,Rhabdoviridae,ssRNA(-)
Andromedavirus curly,,dsDNA
Platyrrhini mastadenovirus A,Adenoviridae,dsDNA
Jedunavirus JD001,,dsDNA
Proboscivirus elephantidbeta1,Orthoherpesviridae,dsDNA
Tymovirus mosandigenum,Tymoviridae,ssRNA(+)
Zindervirus UAB78,Autographiviridae,dsDNA
Sida yellow net virus,Geminiviridae,ssDNA(+/-)
Lactobacillus phage phiAQ113,,dsDNA
Pseudomonas phage JBD5,,dsDNA
Aspergillus foetidus dsRNA mycovirus,Alternaviridae,dsRNA
Mincapvirus HSTV2,Hafunaviridae,dsDNA
Yokohamavirus MSW3,,dsDNA
Greenvirus ssm4,Kyanoviridae,dsDNA
Sweet potato latent virus,Potyviridae,ssRNA(+)
Long-fingered bat hepatitis B virus,Hepadnaviridae,dsDNA-RT
Limdunavirus P793,,dsDNA
Pecentumvirus AG20,Herelleviridae,dsDNA
Cyanophage MED4-117,,dsDNA
Tangaroavirus PSSP10,Autographiviridae,dsDNA
Vibrio phage 11895-B1,,dsDNA
Lyssavirus irkut,Rhabdoviridae,ssRNA(-)
Rhodobacter phage RC1,,dsDNA
Ostreococcus lucimarinus virus OlV5,Phycodnaviridae,dsDNA
Kajamvirus SRIP1,Autographiviridae,dsDNA
Lyssavirus duvenhage,Rhabdoviridae,ssRNA(-)
Psychrobacter phage pOW20-A,,dsDNA
Gelderlandvirus s16,Straboviridae,dsDNA
TTV-like mini virus,Anelloviridae,ssDNA(-)
Bocaparvovirus carnivoran2,Parvoviridae,ssDNA(+/-)
Andromedavirus eoghan,,dsDNA
Simian mastadenovirus G,Adenoviridae,dsDNA
Pelagibacter phage HTVC008M,,dsDNA
Macanavirus furcraeae,Tombusviridae,ssRNA(+)
Gastropod associated circular ssDNA virus,,ssDNA
Sida yellow blotch virus,Geminiviridae,ssDNA(+/-)
Cyclovirus roach,Circoviridae,ssDNA(+/-)
Certrevirus phiTE,,dsDNA
Pepper yellow leaf curl virus,Geminiviridae,ssDNA(+/-)
Casadabanvirus MP22,,dsDNA
Tredecimvirus HVTV1,Druskaviridae,dsDNA
Acartia tonsa copepod circovirus,Circoviridae,ssDNA(+/-)
Miltonvirus MAM1,Ackermannviridae,dsDNA
Agtrevirus SKML39,Ackermannviridae,dsDNA
Agatevirus agate,Herelleviridae,dsDNA
Tomato yellow mottle virus,Geminiviridae,ssDNA(+/-)
Slopekvirus kp27,Straboviridae,dsDNA
Chaerephon polyomavirus 1,Polyomaviridae,dsDNA
Bovine atadenovirus E,Adenoviridae,dsDNA
Pbunavirus KPP12,,dsDNA
Cronobacter phage ENT39118,,dsDNA
Clostridium phage phi8074-B1,,dsDNA
Staphylococcus phage StB20,,dsDNA
Lwoffvirus BMBtp2,,dsDNA
Tegunavirus r1rt,Straboviridae,dsDNA
Red clover cryptic virus 2,Partitiviridae,dsRNA
Sunflower mild mosaic virus,Potyviridae,ssRNA(+)
Rodent hepacivirus,Flaviviridae,ssRNA(+)
Vibrio phage martha 12B12,,dsDNA
Charlievirus butters,,dsDNA
Ustilaginoidea virens RNA virus 1,Totiviridae,dsRNA
Xanthophyllomyces dendrorhous virus L1A,Totiviridae,dsRNA
Pegivirus caballi,Flaviviridae,ssRNA(+)
Mycobacterium phage First,,dsDNA
Sulfolobales Mexican fusellovirus 1,Fuselloviridae,dsDNA
Ageratum leaf curl betasatellite,Tolecusatellitidae,ssDNA
Tritonvirus PSSP3,Autographiviridae,dsDNA
Sednavirus SRIP2,Autographiviridae,dsDNA
Eurybiavirus MED4213,,dsDNA
Cellulophaga phage phiSM,,dsDNA
Stoningtonvirus VBP47,Schitoviridae,dsDNA
Llyrvirus SSKS1,,dsDNA
Sulfitobacter phage pCB2047-A,,dsDNA
Salicola phage CGphi29,,dsDNA
Tibrovirus tibrogargan,Rhabdoviridae,ssRNA(-)
Vibrio phage PWH3a-P1,,dsDNA
Vibrio phage pYD21-A,,dsDNA
Perhabdovirus perca,Rhabdoviridae,ssRNA(-)
Dyorhopapillomavirus 1,Papillomaviridae,dsDNA
Capnelvirus RcapNL,,dsDNA
Andromedavirus andromeda,,dsDNA
Pteropine orthoreovirus,Spinareoviridae,dsRNA
Neptunevirus srim18,Kyanoviridae,dsDNA
Corchorus yellow vein mosaic betasatellite,Tolecusatellitidae,ssDNA
Stopavirus HTVC011P,Autographiviridae,dsDNA
Sida mottle Alagoas virus,Geminiviridae,ssDNA(+/-)
Quwivirus caviidbeta2,Orthoherpesviridae,dsDNA
Xanthomonas citri phage CP2,,dsDNA
Pseudomonas phage JBD30,,dsDNA
Moumouvirus moumou,Mimiviridae,dsDNA
Dyoiotapapillomavirus 2,Papillomaviridae,dsDNA
Brussowvirus TPJ34,Aliceevansviridae,dsDNA
Deltapolyomavirus undecihominis,Polyomaviridae,dsDNA
Cronosvirus GAP227,Autographiviridae,dsDNA
Colombian datura virus,Potyviridae,ssRNA(+)
Alphapolyomavirus secomartiensseni,Polyomaviridae,dsDNA
Tombusvirus moroccoense,Tombusviridae,ssRNA(+)
Alphapolyomavirus omartiensseni,Polyomaviridae,dsDNA
Cronobacter phage ENT47670,,dsDNA
Alphapolyomavirus cardiodermae,Polyomaviridae,dsDNA
Biseptimavirus phi7247PVL,,dsDNA
Hagavirus psychrophilum,Fiersviridae,ssRNA(+)
Pakpunavirus PaP1,,dsDNA
Staphylococcus phage StB27,,dsDNA
Lessievirus bcepmigl,,dsDNA
Alphapolyomavirus sextipanos,Polyomaviridae,dsDNA
Alphapolyomavirus macacae,Polyomaviridae,dsDNA
Alphapolyomavirus chlopygerythrus,Polyomaviridae,dsDNA
Kayvirus JD7,Herelleviridae,dsDNA
Enterobacteria phage mEp390,,dsDNA
Wanchaivirus HK106,,dsDNA
Shamshuipovirus mEpX2,,dsDNA
Dhillonvirus HK578,,dsDNA
Nochtlivirus mEp235,,dsDNA
Lambdavirus HK630,,dsDNA
Ageratum yellow vein India alphasatellite,Alphasatellitidae,ssDNA
Liberibacter phage SC2,,dsDNA
Ceceduovirus cc2,Straboviridae,dsDNA
Porcine astrovirus 3,Astroviridae,ssRNA(+)
Dragonfly-associated mastrevirus,Geminiviridae,ssDNA(+/-)
Clostridium phage phiCP26F,,dsDNA
Schmidvirus sv1961P,,dsDNA
Enterobacteria phage IME10,,dsDNA
Cyvirus cyprinidallo1,Alloherpesviridae,dsDNA
Loessnervirus Y2,Chaseviridae,dsDNA
Vequintavirus FV3,,dsDNA
Alcyoneusvirus RaK2,,dsDNA
Bacillus phage SP-10,Herelleviridae,dsDNA
Escherichia phage TL-2011b,,dsDNA
Clostridium phage phiCP34O,,dsDNA
Bdellovibrio phage phi1422,,dsDNA
Cebevirus halophobicum,Steitzviridae,RNA
Felsduovirus RE2010,Peduoviridae,dsDNA
Haemophilus phage SuMu,,dsDNA
Vibrio phage CP-T1,,dsDNA
Teseptimavirus IME15,Autographiviridae,dsDNA
Gamaleyavirus IME11,Schitoviridae,dsDNA
Caulobacter virus Magneto,,dsDNA
Limestonevirus limestone,Ackermannviridae,dsDNA
Sulfolobus virus STSV2,Bicaudaviridae,dsDNA
Betapolyomavirus ptedavyi,Polyomaviridae,dsDNA
Alphapolyomavirus eidoli,Polyomaviridae,dsDNA
Tijeunavirus TJE1,,dsDNA
Okra enation leaf curl alphasatellite,Alphasatellitidae,ssDNA
Schmidvirus KHP40,,dsDNA
Schmidvirus KHP30,,dsDNA
Erskinevirus EaH2,,dsDNA
Pakpunavirus CAb1,,dsDNA
Pseudomonas phage AF,,dsDNA
Chipapillomavirus 3,Papillomaviridae,dsDNA
Alphapolyomavirus quartipanos,Polyomaviridae,dsDNA
Kwaitsingvirus HK544,,dsDNA
Alphapolyomavirus apaniscus,Polyomaviridae,dsDNA
Vhmlvirus mar,,dsDNA
Enterobacteria phage mEp460,,dsDNA
Aguilavirus mEp213,,dsDNA
Lambdavirus HK629,,dsDNA
Enterobacteria phage HK225,,dsDNA
Restivirus RSS1,Inoviridae,ssDNA(+)
Vieuvirus B1251,,dsDNA
Jerseyvirus Ent1,,dsDNA
Firehammervirus CP21,,dsDNA
Lepidopteran ambidensovirus 1,Parvoviridae,ssDNA(+/-)
Grapevine endophyte alphaendornavirus,Endornaviridae,dsRNA
Tequatrovirus ime09,Straboviridae,dsDNA
Elunavirus L1,Autographiviridae,dsDNA
Aurunvirus STIM5,,dsDNA
Sphingomonas phage PAU,,dsDNA
Aerosvirus AS7,Autographiviridae,dsDNA
Vibrio phage vB_VchM-138,,dsDNA
Camtrevirus S3501,,dsDNA
Lactobacillus phage Sha1,,dsDNA
Kuttervirus PhaxI,Ackermannviridae,dsDNA
Lactobacillus phage JCL1032,,dsDNA
Namakavirus smbcm6,Kyanoviridae,dsDNA
Pakpunavirus JG004,,dsDNA
Perisivirus Pr,,dsDNA
Sulfolobales Mexican rudivirus 1,Rudiviridae,dsDNA
Blue squill virus A,Potyviridae,ssRNA(+)
Bruynoghevirus PaP3,,dsDNA
Alphapolyomavirus quintipanos,Polyomaviridae,dsDNA
Betapolyomavirus calbifrons,Polyomaviridae,dsDNA
Empivirus allolyticum,Fiersviridae,ssRNA(+)
Wanchaivirus mEp234,,dsDNA
Mardecavirus MAR10,,dsDNA
Cuauhtlivirus mEpX1,,dsDNA
Kwaitsingvirus HK446,,dsDNA
Bean chlorosis virus,Geminiviridae,ssDNA(+/-)
Aguilavirus mEp043,,dsDNA
Tulanevirus aes508,Straboviridae,dsDNA
Ageratum enation alphasatellite,Alphasatellitidae,ssDNA
Liberibacter phage SC1,,dsDNA
Paraavulavirus hongkongense,Paramyxoviridae,ssRNA(-)
Sunflower leaf curl Karnataka alphasatellite,Alphasatellitidae,ssDNA
Silviavirus SA11,Herelleviridae,dsDNA
Kyungwonvirus Esp29491,Drexlerviridae,dsDNA
Waedenswilvirus S6,Schitoviridae,dsDNA
Schmittlotzvirus sv771,,dsDNA
Ermolevavirus PhiKT,Autographiviridae,dsDNA
Gregsiragusavirus phi24R,Guelinviridae,dsDNA
Popoffvirus pv56,,dsDNA
Clostridium phage phiCP13O,,dsDNA
Cequinquevirus c5,,dsDNA
Riemerella phage RAP44,,dsDNA
Galenevirus mbcm1,Kyanoviridae,dsDNA
Kayvirus G15,Herelleviridae,dsDNA
Pseudomonas virus NH4,,dsDNA
Yam mild mosaic virus,Potyviridae,ssRNA(+)
Ornithogalum mosaic virus,Potyviridae,ssRNA(+)
Colneyvirus MMP02,,dsDNA
Streptococcus phage phiNJ2,,dsDNA
Caulobacter virus Karma,,dsDNA
Pseudotevenvirus gap161,Straboviridae,dsDNA
Chivirus SPN19,Casjensviridae,dsDNA
Peristrophe mosaic virus,Geminiviridae,ssDNA(+/-)
Astrovirus VA3,Astroviridae,ssRNA(+)
Diuris virus B,Betaflexiviridae,ssRNA(+)
Dragonfly-associated microphage 1,,ssDNA
Tomato leaf curl Yemen betasatellite,Tolecusatellitidae,ssDNA
Betabaculovirus epaporemae,Baculoviridae,dsDNA
Mosigvirus HX01,Straboviridae,dsDNA
Betapolyomavirus mafricanus,Polyomaviridae,dsDNA
Alphabaculovirus thorichlaceae,Baculoviridae,dsDNA
Entnonagintavirus ENT90,Peduoviridae,dsDNA
Cunavirus pretoriense,Fiersviridae,ssRNA(+)
Eracentumvirus era103,Autographiviridae,dsDNA
Klementvirus CP1,,dsDNA
Coetzeevirus ATCC8014,,dsDNA
Alphapolyomavirus pirufomitratus,Polyomaviridae,dsDNA
Alphapolyomavirus septipanos,Polyomaviridae,dsDNA
Mink calicivirus,Caliciviridae,ssRNA(+)
Enterobacteria phage mEp237,,dsDNA
Rogunavirus rogue1,Drexlerviridae,dsDNA
Middle East respiratory syndrome-related coronavirus,Coronaviridae,ssRNA(+)
Wongtaivirus HK542,,dsDNA
Tunavirus ADB2,Drexlerviridae,dsDNA
Saikungvirus HK633,,dsDNA
Yautsimvirus HK140,,dsDNA
Salinovirus utanense,Zobellviridae,dsDNA
Deep-sea thermophilic phage D6E,,dsDNA
Axomammavirus PP1,Autographiviridae,dsDNA
Dragonfly associated alphasatellite,Alphasatellitidae,ssDNA
Salmonella phage SPN3UB,,dsDNA
Cyvirus cyprinidallo2,Alloherpesviridae,dsDNA
Tequatrovirus vtec,Straboviridae,dsDNA
Vipunavirus pVp1,Demerecviridae,dsDNA
Tomato yellow leaf curl China betasatellite,Tolecusatellitidae,ssDNA
Triavirus SAP11,,dsDNA
Kuttervirus SH19,Ackermannviridae,dsDNA
Becedseptimavirus BCD7,,dsDNA
Pectobacterium phage ZF40,,dsDNA
Dhakavirus bp7,Straboviridae,dsDNA
Lafunavirus LF1,,dsDNA
Limelightvirus limelight,Autographiviridae,dsDNA
Oslovirus TL2011,,dsDNA
Dhillonvirus JL1,,dsDNA
Pseudomonas virus JG024,,dsDNA
Perisivirus Tb,,dsDNA
Eceepunavirus EcP1,Schitoviridae,dsDNA
Kafunavirus KF1,,dsDNA
Vectrevirus ACGC91,Autographiviridae,dsDNA
Poindextervirus rogue,,dsDNA
Shapirovirus cbk,,dsDNA
Guelphvirus ACGM12,Drexlerviridae,dsDNA
Seunavirus GAP31,,dsDNA
Sherbrookevirus MMP04,,dsDNA
Rose yellow mosaic virus,Potyviridae,ssRNA(+)
Vicosavirus UFVP2,,dsDNA
Rubus canadensis virus 1,Betaflexiviridae,ssRNA(+)
Jatropha mosaic Nigeria virus,Geminiviridae,ssDNA(+/-)
Aurivirus haliotidmalaco1,Malacoherpesviridae,dsDNA
Mungbean yellow mosaic betasatellite,Tolecusatellitidae,ssDNA
Oslovirus ov191,,dsDNA
Pahexavirus ATCC29399BC,,dsDNA
Pahexavirus P100A,,dsDNA
Wphvirus BPS13,Herelleviridae,dsDNA
Gamaleyavirus ECBP1,Schitoviridae,dsDNA
Pahexavirus P101A,,dsDNA
Streptomyces phage SV1,,dsDNA
Dalechampia chlorotic mosaic virus,Geminiviridae,ssDNA(+/-)
Murine astrovirus,Astroviridae,ssRNA(+)
Caulimovirus tessellodahliae,Caulimoviridae,dsDNA-RT
Lambdapapillomavirus 5,Papillomaviridae,dsDNA
Apocheima cinerarium nucleopolyhedrovirus,Baculoviridae,dsDNA
Digitaria ciliaris striate mosaic virus,Geminiviridae,ssDNA(+/-)
Reptarenavirus aurei,Arenaviridae,ssRNA(+/-)
Orthobunyavirus schmallenbergense,Peribunyaviridae,ssRNA(-)
Cytorhabdovirus persimmon,Rhabdoviridae,ssRNA(-)
French bean severe leaf curl virus,Geminiviridae,ssDNA(+/-)
Salmonella phage vB_SosS_Oslo,,dsDNA
Iteradensovirus lepidopteran2,Parvoviridae,ssDNA(+/-)
Rockefellervirus IPLA5,,dsDNA
Iteradensovirus lepidopteran4,Parvoviridae,ssDNA(+/-)
Salmonella phage vB_SemP_Emek,,dsDNA
Weissella phage phiYS61,,dsDNA
Potato virus H,Betaflexiviridae,ssRNA(+)
Badnavirus venaribis,Caulimoviridae,dsDNA-RT
Dyopipapillomavirus 1,Papillomaviridae,dsDNA
Brucesealvirus CPV4,Guelinviridae,dsDNA
French bean leaf curl virus,Geminiviridae,ssDNA(+/-)
Botrytis porri botybirnavirus 1,,dsRNA
Gammapapillomavirus 11,Papillomaviridae,dsDNA
Persimmon cryptic virus,Partitiviridae,dsRNA
Tequatrovirus c40,Straboviridae,dsDNA
Colossusvirus colossus,,dsDNA
Shapirovirus swift,,dsDNA
Crifsvirus GAP52,Grimontviridae,dsDNA
Arequatrovirus R4,,dsDNA
